Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
56,"RM Viglialoro, S Condino, G Turini, M Carbone…","Augmented reality, mixed reality, and hybrid approach in healthcare simulation: a systematic review",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/5/2338","https://scholar.google.com/scholar?cites=1502938972664118491&as_sdt=2005&sciodt=0,5&hl=en",134,"2023-12-13 12:37:33","","","","",,,,,56,28.00,11,5,2,"… We present a systematic review of simulation techniques based on augmented reality (AR), mixed reality (MR), and hybrid approaches in the context of healthcare, to investigate the …","https://www.mdpi.com/2076-3417/11/5/2338/pdf","https://scholar.google.com/scholar?q=related:2zy8YAiD2xQJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
56,"T Stretton, T Cochrane, V Narayan","Exploring mobile mixed reality in healthcare higher education: a systematic review",2018,"","openrepository.aut.ac.nz","http://openrepository.aut.ac.nz/handle/10292/12089","https://scholar.google.com/scholar?cites=4228069797498150967&as_sdt=2005&sciodt=0,5&hl=en",188,"2023-12-13 12:37:33","","","","",,,,,56,11.20,19,3,5,"… mixed reality enabled mobile devices remains underexplored. Purpose: The aim of this article was to investigate mobile learning and mixed … learning’ and ‘mixed reality’. All study …","https://openrepository.aut.ac.nz/bitstream/handle/10292/12089/2131-11258-1-PB.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:N2BvXRQfrToJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
56,"E Barba, B MacIntyre, ED Mynatt","Here we are! Where are we? Locating mixed reality in the age of the smartphone",2012,"Proceedings of the IEEE","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6155583/","https://scholar.google.com/scholar?cites=11465159894662122864&as_sdt=2005&sciodt=0,5&hl=en",204,"2023-12-13 12:37:33","","","","",,,,,56,5.09,19,3,11,"… Locating Mixed Reality in The Age of the Smartphone This paper is about mixed reality and how the real-and-synthetic-scene hybrid is moving from the laboratory to the real world, …","https://ieeexplore.ieee.org/iel5/5/6170937/06155583.pdf","https://scholar.google.com/scholar?q=related:cA1k3i1uHJ8J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
56,"M Ostanin, S Mikhel, A Evlampiev…","Human-robot interaction for robotic manipulator programming in Mixed Reality",2020,"… on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9196965/","https://scholar.google.com/scholar?cites=15865282313161385896&as_sdt=2005&sciodt=0,5&hl=en",325,"2023-12-13 12:37:33","","","","",,,,,56,18.67,14,4,3,"… We used the Unity3D game engine and Mixed Reality Toolkit for HoloLens development. Our application has an interface, geometrical path planning, spatial mapping, and virtual …","https://ieeexplore.ieee.org/iel7/9187508/9196508/09196965.pdf","https://scholar.google.com/scholar?q=related:qKdFuTTOLNwJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
56,"C Sandor, A Dey, A Cunningham…","Egocentric space-distorting visualizations for rapid environment exploration in mobile mixed reality",2010,"… IEEE Virtual Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5444815/","https://scholar.google.com/scholar?cites=15550686056047258050&as_sdt=2005&sciodt=0,5&hl=en",684,"2023-12-13 12:37:33","","","","",,,,,56,4.31,14,4,13,"… visualizations of POIs by using augmented reality to overlay symbol on a video image of the … of any attempts to apply them to augmented or mixed reality (MR). To show points of interest …","https://ieeexplore.ieee.org/iel5/5440859/5444743/05444815.pdf","https://scholar.google.com/scholar?q=related:wilRsJMiz9cJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
56,"MR Gardner, JB Elliott","The Immersive Education Laboratory: understanding affordances, structuring experiences, and creating constructivist, collaborative processes, in mixed-reality smart …",2014,"EAI Endorsed Transactions on Future Intelligent …","eudl.eu","https://eudl.eu/doi/10.4108/fiee.1.1.e6","https://scholar.google.com/scholar?cites=14589885611991249503&as_sdt=2005&sciodt=0,5&hl=en",820,"2023-12-13 12:37:33","","10.4108/fiee.1.1.e6","","",,,,,56,6.22,28,2,9,"… the use of technologies like augmented and mixed reality where the technology is also the … This can be used to describe MUVE’s, virtual worlds, and virtual reality. The different types …","https://eudl.eu/pdf/10.4108/fiee.1.1.e6","https://scholar.google.com/scholar?q=related:XzJS4KmvecoJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"S Lang, MSSD Kota, D Weigert, F Behrendt","Mixed reality in production and logistics: Discussing the application potentials of Microsoft HoloLensTM",2019,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S187705091930122X","https://scholar.google.com/scholar?cites=3783295825716248136&as_sdt=2005&sciodt=0,5&hl=en",167,"2023-12-13 12:37:33","","","","",,,,,55,13.75,14,4,4,"… reality (VR) and augmented reality (AR) agree that the term “Mixed Reality” describes a reality-… first mixed reality head-mounted display (HMD) [2]. By this means, Microsoft use the term “…","https://www.sciencedirect.com/science/article/pii/S187705091930122X/pdf?md5=653b9fe8a7f16748d09d7ee1b73f16f0&pid=1-s2.0-S187705091930122X-main.pdf","https://scholar.google.com/scholar?q=related:SP4IPIL3gDQJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"Z Li, M Annett, K Hinckley, K Singh…","Holodoc: Enabling mixed reality workspaces that harness physical and digital content",2019,"Proceedings of the 2019 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3290605.3300917","https://scholar.google.com/scholar?cites=12422040844764133980&as_sdt=2005&sciodt=0,5&hl=en",313,"2023-12-13 12:37:33","","10.1145/3290605.3300917","","",,,,,55,13.75,11,5,4,"… created HoloDoc, a mixed reality system that allows users to … artifacts with multimedia content in Mixed Reality (Figure 1). … features that fall along the “reality to virtuality continuum” [38]: …","https://dl.acm.org/doi/pdf/10.1145/3290605.3300917","https://scholar.google.com/scholar?q=related:XDqPYVX0Y6wJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"S Yan, G Ding, Z Guan, N Sun, H Li…","Outsideme: Augmenting dancer's external self-image by using a mixed reality system",2015,"Proceedings of the 33rd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2702613.2732759","https://scholar.google.com/scholar?cites=3936055545494871676&as_sdt=2005&sciodt=0,5&hl=en",332,"2023-12-13 12:37:33","","10.1145/2702613.2732759","","",,,,,55,6.88,9,6,8,"… To address the issue, we present OutsideMe, a vision-sync mixed reality system that enables dancers see their body movements as external observers through a headmounted display (…","https://dl.acm.org/doi/pdf/10.1145/2702613.2732759","https://scholar.google.com/scholar?q=related:fJ5tHaqtnzYJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"N Yannier, SE Hudson, KR Koedinger","Active learning is about more than hands-on: A mixed-reality AI system to support STEM education",2020,"International Journal of Artificial …","Springer","https://link.springer.com/article/10.1007/s40593-020-00194-3","https://scholar.google.com/scholar?cites=2762779794784218635&as_sdt=2005&sciodt=0,5&hl=en",343,"2023-12-13 12:37:33","HTML","10.1007/s40593-020-00194-3","","",,,,,55,18.33,18,3,3,"… active learning practices (Klahr and Li 2005), provide evidence for some elements and against others, and do so while leveraging an innovative AI-based educational mixed-reality …","https://link.springer.com/article/10.1007/s40593-020-00194-3","https://scholar.google.com/scholar?q=related:C2695JVdVyYJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"SN Leonard, RN Fitzgerald","Holographic learning: A mixed reality trial of Microsoft HoloLens in an Australian secondary school",2018,"Research in Learning Technology","journal.alt.ac.uk","https://journal.alt.ac.uk/index.php/rlt/article/view/2160","https://scholar.google.com/scholar?cites=7962236430909698690&as_sdt=2005&sciodt=0,5&hl=en",511,"2023-12-13 12:37:33","","","","",,,,,55,11.00,28,2,5,"… The technology supporting augmented and mixed reality educational … mixed reality, including a continuing concern by many participating teachers of a lack of control of the mixed reality …","https://journal.alt.ac.uk/index.php/rlt/article/download/2160/pdf_1/","https://scholar.google.com/scholar?q=related:gvILItmLf24J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
55,"N Lehrer, S Attygalle, SL Wolf, T Rikakis","Exploring the bases for a mixed reality stroke rehabilitation system, part I: a unified approach for representing action, quantitative evaluation, and interactive …",2011,"Journal of neuroengineering and …","Springer","https://link.springer.com/article/10.1186/1743-0003-8-51","https://scholar.google.com/scholar?cites=11439855607605818935&as_sdt=2005&sciodt=0,5&hl=en",750,"2023-12-13 12:37:33","HTML","10.1186/1743-0003-8-51","","",,,,,55,4.58,14,4,12,"… The accompanying principles for composing novel mixed reality environments for stroke rehabilitation can advance the design and implementation of effective mixed reality systems for …","https://link.springer.com/article/10.1186/1743-0003-8-51","https://scholar.google.com/scholar?q=related:N_YabRCIwp4J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"M Lorenz, M Busch, L Rentzos…","I'm There! The influence of virtual reality and mixed reality environments combined with two different navigation methods on presence",2015,"… IEEE Virtual Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7223376/","https://scholar.google.com/scholar?cites=12928547953201061951&as_sdt=2005&sciodt=0,5&hl=en",106,"2023-12-13 12:37:33","","","","",,,,,54,6.75,14,4,8,"For various VR/MR/AR applications, such as virtual usability studies, it is very important that the participants have the feeling that they are really in the environment. This feeling of “being…","https://www.researchgate.net/profile/Marc-Busch-2/publication/270448321_I'm_There_The_Influence_of_Virtual_Reality_and_Mixed_Reality_Environments_Combined_with_Two_Different_Navigation_Methods_on_Presence/links/54aa63e80cf274dc0b5c1921/Im-There-The-Influence-of-Virtual-Reality-and-Mixed-Reality-Environments-Combined-with-Two-Different-Navigation-Methods-on-Presence.pdf","https://scholar.google.com/scholar?q=related:PyAndN1ta7MJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"E Gundel, JS Piro, C Straub, K Smith","Self-efficacy in mixed reality simulations: Implications for preservice teacher education",2019,"The Teacher Educator","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/08878730.2019.1591560","https://scholar.google.com/scholar?cites=2986430901175071285&as_sdt=2005&sciodt=0,5&hl=en",307,"2023-12-13 12:37:33","","10.1080/08878730.2019.1591560","","",,,,,54,13.50,14,4,4,"… The purpose of this study was to examine the effects of mixed reality simulations on preservice teachers’ sense of self-efficacy. A quasi-experimental, one group with three levels, pretest…","https://www.academia.edu/download/68921512/Self_Efficacy_in_Mixed_Reality_Simulations_Implications_for_Preservice_Teacher_Education.pdf","https://scholar.google.com/scholar?q=related:NTLK8hTvcSkJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"G Papagiannakis, N Partarakis, C Stephanidis…","Mixed reality gamified presence and storytelling for virtual museums",2018,"","ikee.lib.auth.gr","https://ikee.lib.auth.gr/record/307147","https://scholar.google.com/scholar?cites=13708054936745337070&as_sdt=2005&sciodt=0,5&hl=en",315,"2023-12-13 12:37:33","","","","",,,,,54,10.80,14,4,5,"Mixed Reality Gamified Presence and Storytelling for Virtual Museums - IKEE / Aristotle University of Thessaloniki - Library … Home >Mixed Reality Gamified Presence and …","","https://scholar.google.com/scholar?q=related:7uA-KlbLPL4J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"A Kotranza, B Lok, A Deladisma…","Mixed reality humans: Evaluating behavior, usability, and acceptability",2009,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4689554/","https://scholar.google.com/scholar?cites=6611656194229264412&as_sdt=2005&sciodt=0,5&hl=en",421,"2023-12-13 12:37:33","","","","",,,,,54,3.86,14,4,14,"… Abstract—This paper presents mixed reality humans (MRHs), a new type of embodied agent enabling touch-driven communication. Affording touch between human and agent allows …","https://ieeexplore.ieee.org/iel5/2945/4800283/04689554.pdf","https://scholar.google.com/scholar?q=related:HOALUkdSwVsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"G Metaxas, B Metin, J Schneider, G Shapiro…","SCORPIODROME: an exploration in mixed reality social gaming for children",2005,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1178477.1178514","https://scholar.google.com/scholar?cites=4983693587835914805&as_sdt=2005&sciodt=0,5&hl=en",449,"2023-12-13 12:37:33","","10.1145/1178477.1178514","","",,,,,54,3.00,11,5,18,"… This paper describes the design of a mixed reality computer … Within this domain we are mostly interested in mixed reality … by mixed reality gaming applications for groups of children. …","https://dl.acm.org/doi/pdf/10.1145/1178477.1178514","https://scholar.google.com/scholar?q=related:NQpa1OmiKUUJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"M Cowling, J Birt","Pedagogy before technology: A design-based research approach to enhancing skills development in paramedic science using mixed reality",2018,"Information","mdpi.com","https://www.mdpi.com/2078-2489/9/2/29","https://scholar.google.com/scholar?cites=1903442075575912188&as_sdt=2005&sciodt=0,5&hl=en",554,"2023-12-13 12:37:33","","","","",,,,,54,10.80,27,2,5,"… reality simulation, affect skills development in paramedic science?” The result was that mixed reality … for future mixed reality researchers to follow in designing mixed reality education …","https://www.mdpi.com/2078-2489/9/2/29/pdf","https://scholar.google.com/scholar?q=related:_AY8nXtiahoJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
54,"F Farbiz, ZH Yu, C Manders, W Ahmad","An electrical muscle stimulation haptic feedback for mixed reality tennis game",2007,"ACM SIGGRAPH 2007 posters","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1280720.1280873","https://scholar.google.com/scholar?cites=12151248934322814655&as_sdt=2005&sciodt=0,5&hl=en",773,"2023-12-13 12:37:33","","10.1145/1280720.1280873","","",,,,,54,3.38,14,4,16,"… We have developed a novel haptic interface for mixed reality applications. Specifically, we have constructed an electrical muscle stimulation system which is wirelessly controlled by a …","","https://scholar.google.com/scholar?q=related:v76nk4booagJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"YT Yue, X Zhang, Y Yang, G Ren, YK Choi…","Wiredraw: 3d wire sculpturing guided with mixed reality",2017,"Proceedings of the 2017 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3025453.3025792","https://scholar.google.com/scholar?cites=15947007282594624154&as_sdt=2005&sciodt=0,5&hl=en",139,"2023-12-13 12:37:33","","10.1145/3025453.3025792","","",,,,,53,8.83,9,6,6,"… We present a mixed reality system, called `WireDraw', to immersively guide the 3D drawing for easy wire sculpturing. The system design is based on novel 3D drawing principles and …","https://www.academia.edu/download/77575510/wireDraw_chi17.pdf","https://scholar.google.com/scholar?q=related:mrKe9aEmT90J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"V Bayon, JR Wilson, D Stanton, A Boltman","Mixed reality storytelling environments",2003,"Virtual Reality","Springer","https://link.springer.com/article/10.1007/s10055-003-0109-6","https://scholar.google.com/scholar?cites=6752181206755989165&as_sdt=2005&sciodt=0,5&hl=en",290,"2023-12-13 12:37:33","","10.1007/s10055-003-0109-6","","",,,,,53,2.65,13,4,20,"The focus of this paper is the collaborative storytelling environments created as part of a three-year multi-disciplinary research project, KidStory. The project team, from the UK, Sweden …","https://link.springer.com/content/pdf/10.1007/s10055-003-0109-6.pdf","https://scholar.google.com/scholar?q=related:rVbCbwiRtF0J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"SC Lee, B Fuerst, K Tateno, A Johnson…","Multi‐modal imaging, model‐based tracking, and mixed reality visualisation for orthopaedic surgery",2017,"Healthcare …","Wiley Online Library","https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/htl.2017.0066","https://scholar.google.com/scholar?cites=15388025524270295445&as_sdt=2005&sciodt=0,5&hl=en",291,"2023-12-13 12:37:33","","10.1049/htl.2017.0066","","",,,,,53,8.83,11,5,6,"… In this Letter, we propose a novel mixed reality support system for screw placement by integrating and fusing 3D sensing data, medical data, intra-operative planning, and virtually …","https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/htl.2017.0066","https://scholar.google.com/scholar?q=related:lWnGYK8_jdUJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"PA Arrighi, C Mougenot","Towards user empowerment in product design: a mixed reality tool for interactive virtual prototyping",2019,"Journal of Intelligent Manufacturing","Springer","https://link.springer.com/article/10.1007/s10845-016-1276-0","https://scholar.google.com/scholar?cites=3353253381266638914&as_sdt=2005&sciodt=0,5&hl=en",365,"2023-12-13 12:37:33","HTML","10.1007/s10845-016-1276-0","","",,,,,53,13.25,27,2,4,"… reality environment for immersion and intuitive physical interfaces for direct control, resulting in a mixed reality … the interactive content is displayed in virtual reality. The modularity of the …","https://link.springer.com/article/10.1007/s10845-016-1276-0","https://scholar.google.com/scholar?q=related:QohGGC8miS4J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"R Dörner, C Geiger, M Haller, V Paelke","Authoring mixed reality—a component and framework-based approach",2003,"… Computing: Technologies and …","Springer","https://link.springer.com/chapter/10.1007/978-0-387-35660-0_49","https://scholar.google.com/scholar?cites=18385449459491175605&as_sdt=2005&sciodt=0,5&hl=en",371,"2023-12-13 12:37:33","","10.1007/978-0-387-35660-0_49","","",,,,,53,2.65,13,4,20,"… We adapt it for the specific requirements for Mixed Reality by distinguishing between MR … This collection will be used in our MR framework, but can also be used in other mixed reality …","https://www.researchgate.net/profile/Michael-Haller-3/publication/220851550_Authoring_Mixed_Reality_-_A_Component_and_Framework-Based_Approach/links/0912f50981d7465460000000/Authoring-Mixed-Reality-A-Component-and-Framework-Based-Approach.pdf","https://scholar.google.com/scholar?q=related:tXzehN88Jv8J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"K Okumura, H Oku, M Ishikawa","Lumipen: Projection-based mixed reality for dynamic objects",2012,"2012 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6298484/","https://scholar.google.com/scholar?cites=2308421838439924252&as_sdt=2005&sciodt=0,5&hl=en",405,"2023-12-13 12:37:33","","","","",,,,,53,4.82,18,3,11,"Recently, mixed reality (MR) involving the use of a projector, which is often called projection-based MR, has attracted much attention and is being widely studied. However, most MR …","https://ieeexplore.ieee.org/iel5/6297631/6298237/06298484.pdf","https://scholar.google.com/scholar?q=related:HEL3d24pCSAJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"G Martin, L Koizia, A Kooner, J Cafferkey…","Use of the HoloLens2 mixed reality headset for protecting health care workers during the COVID-19 pandemic: prospective, observational evaluation",2020,"Journal of medical …","jmir.org","https://www.jmir.org/2020/8/e21486/","https://scholar.google.com/scholar?cites=11116117350878053111&as_sdt=2005&sciodt=0,5&hl=en",424,"2023-12-13 12:37:33","HTML","","","",,,,,53,17.67,11,5,3,"Background The coronavirus disease (COVID-19) pandemic has led to rapid acceleration in the deployment of new digital technologies to improve both accessibility to and quality of …","https://www.jmir.org/2020/8/e21486/","https://scholar.google.com/scholar?q=related:94KkvNVhRJoJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"BC Kress, WJ Cummings","Optical architecture of HoloLens mixed reality headset",2017,"Digital Optical Technologies 2017","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10335/1/Optical-architecture-of-HoloLens-mixed-reality-headset/10.1117/12.2270017.short","https://scholar.google.com/scholar?cites=15793089625031563913&as_sdt=2005&sciodt=0,5&hl=en",504,"2023-12-13 12:37:33","","10.1117/12.2270017.short","","",,,,,53,8.83,27,2,6,"… This helps to set up the expectations for Mixed Reality (MR) headsets when compared to … Mixed Reality (MR) HMDs: Mixed Reality HMDs are a notable evolution from standard AR …","","https://scholar.google.com/scholar?q=related:idrprVZTLNsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"J Martín-Gutiérrez, RE Navarro…","Mixed reality for development of spatial skills of first-year engineering students",2011,"2011 Frontiers in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6142707/","https://scholar.google.com/scholar?cites=11188240070483403530&as_sdt=2005&sciodt=0,5&hl=en",545,"2023-12-13 12:37:33","","","","",,,,,53,4.42,18,3,12,"This paper follows up on the validation and usability study done on augmented reality, which is based on an application for the development of spatial skills in engineering students. In …","https://ieeexplore.ieee.org/iel5/6129459/6142695/06142707.pdf","https://scholar.google.com/scholar?q=related:CmP09hCdRJsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
53,"C Sandor, A Olwal, B Bell…","Immersive mixed-reality configuration of hybrid user interfaces",2005,"… and Augmented Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1544671/","https://scholar.google.com/scholar?cites=11337297988429273573&as_sdt=2005&sciodt=0,5&hl=en",618,"2023-12-13 12:37:33","","","","",,,,,53,2.94,13,4,18,"… To make this possible, we present the design and implementation of a prototype mixed reality system that allows users to immersively reconfigure a running hybrid user interface. …","https://ieeexplore.ieee.org/iel5/10369/32972/01544671.pdf","https://scholar.google.com/scholar?q=related:5dkT8XMsVp0J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"EM Bonsignore, DL Hansen, PO Toups Dugas…","Mixed reality games",2012,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2141512.2141517","https://scholar.google.com/scholar?cites=17351433656505905607&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-12-13 12:37:33","","10.1145/2141512.2141517","","",,,,,52,4.73,13,4,11,"… While the design of mixed reality games has received increasing attention across multiple … potential of mixed reality formats, such as augmented and alternate reality games, has been …","https://dl.acm.org/doi/pdf/10.1145/2141512.2141517","https://scholar.google.com/scholar?q=related:x7HKj_qszPAJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"J Collins, H Regenbrecht, T Langlotz","Visual coherence in mixed reality: A systematic enquiry",2017,"Presence","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8077480/","https://scholar.google.com/scholar?cites=17953160748898755239&as_sdt=2005&sciodt=0,5&hl=en",165,"2023-12-13 12:37:33","","","","",,,,,52,8.67,17,3,6,"… , the experience of mixed reality relies on the perceptually successful blending of reality and … guiding developers of mixed reality systems for better and more effective user experiences. …","https://www.hci.otago.ac.nz/papers/CollinsMITPresence2018Preprint.pdf","https://scholar.google.com/scholar?q=related:p6KYyZRwJvkJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"J Wither, R Allen, V Samanta…","The westwood experience: connecting story to locations via mixed reality",2010,"… Augmented Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5643295/","https://scholar.google.com/scholar?cites=7740920588846848890&as_sdt=2005&sciodt=0,5&hl=en",199,"2023-12-13 12:37:33","","","","",,,,,52,4.00,13,4,13,"… location-based narrative using Mixed Reality effects to connect … mobile computer, using Mixed Reality and video for illustration… environments, social dynamics, and Mixed Reality effects. …","https://ieeexplore.ieee.org/iel5/5637459/5643280/05643295.pdf","https://scholar.google.com/scholar?q=related:elu5LENGbWsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"AA Ali, GA Dafoulas, JC Augusto","Collaborative educational environments incorporating mixed reality technologies: A systematic mapping study",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8765378/","https://scholar.google.com/scholar?cites=11901115524311973771&as_sdt=2005&sciodt=0,5&hl=en",236,"2023-12-13 12:37:33","","","","",,,,,52,13.00,17,3,4,"… the mixed reality spectrum, especially in the augmented virtuality subcategory, as well as technical limitations such as response time in the development of mixed reality … of mixed reality …","https://ieeexplore.ieee.org/iel7/4620076/4620077/08765378.pdf","https://scholar.google.com/scholar?q=related:i3-AuYNBKaUJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"T Olsson, P Ihamäki, E Lagerstam…","User expectations for mobile mixed reality services: an initial user study",2009,"Proceedings of 4th …","researchgate.net","https://www.researchgate.net/profile/Emilia-Sobolewska/publication/283252775_Familiarity_with_mobile_phones/links/6283a1e7bf7cc26ad670cd85/Familiarity-with-mobile-phones.pdf#page=179","https://scholar.google.com/scholar?cites=3922285013870519649&as_sdt=2005&sciodt=0,5&hl=en",451,"2023-12-13 12:37:33","PDF","","","",,,,,52,3.71,13,4,14,"… Mixed reality, ie the integration and merging of physical and digital worlds, has become an … To understand the expectations and needs of potential users of future mobile mixed reality (…","https://www.researchgate.net/profile/Emilia-Sobolewska/publication/283252775_Familiarity_with_mobile_phones/links/6283a1e7bf7cc26ad670cd85/Familiarity-with-mobile-phones.pdf#page=179","https://scholar.google.com/scholar?q=related:YSWXX3DBbjYJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
52,"KB Park, SH Choi, JY Lee, Y Ghasemi…","Hands-free human–robot interaction using multimodal gestures and deep learning in wearable mixed reality",2021,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9395580/","https://scholar.google.com/scholar?cites=14159356468360776093&as_sdt=2005&sciodt=0,5&hl=en",569,"2023-12-13 12:37:33","","","","",,,,,52,26.00,10,5,2,"This study proposes a novel hands-free interaction method using multimodal gestures such as eye gazing and head gestures and deep learning for human-robot interaction (HRI) in …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09395580.pdf","https://scholar.google.com/scholar?q=related:nQnGQLAjgMQJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
