Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
56,"RM Viglialoro, S Condino, G Turini, M Carbone…","Augmented reality, mixed reality, and hybrid approach in healthcare simulation: a systematic review",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/5/2338","https://scholar.google.com/scholar?cites=1502938972664118491&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-12-13 11:24:03","","","","",,,,,56,28.00,11,5,2,"… We present a systematic review of simulation techniques based on augmented reality (AR), mixed reality (MR), and hybrid approaches in the context of healthcare, to investigate the …","https://www.mdpi.com/2076-3417/11/5/2338/pdf","https://scholar.google.com/scholar?q=related:2zy8YAiD2xQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
54,"A De Jong, K De Ruyter, DI Keeling…","Key trends in business-to-business services marketing strategies: Developing a practice-based research agenda",2021,"Industrial Marketing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S001985012030907X","https://scholar.google.com/scholar?cites=1213398238960123664&as_sdt=2005&sciodt=0,5&hl=en",171,"2023-12-13 11:24:03","HTML","","","",,,,,54,27.00,14,4,2,"… Finally, synergistic effects between the development of mixed realities and gamification and the wide-spread popularity of online games during the pandemic have pushed online …","https://www.sciencedirect.com/science/article/pii/S001985012030907X","https://scholar.google.com/scholar?q=related:EH9N_ETb1hAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
52,"KB Park, SH Choi, JY Lee, Y Ghasemi…","Hands-free human–robot interaction using multimodal gestures and deep learning in wearable mixed reality",2021,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9395580/","https://scholar.google.com/scholar?cites=14159356468360776093&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-12-13 11:24:03","","","","",,,,,52,26.00,10,5,2,"This study proposes a novel hands-free interaction method using multimodal gestures such as eye gazing and head gestures and deep learning for human-robot interaction (HRI) in …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09395580.pdf","https://scholar.google.com/scholar?q=related:nQnGQLAjgMQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
52,"GM Santi, A Ceruti, A Liverani, F Osti","Augmented reality in industry 4.0 and future innovation programs",2021,"Technologies","mdpi.com","https://www.mdpi.com/2227-7080/9/2/33","https://scholar.google.com/scholar?cites=10631249110463785094&as_sdt=2005&sciodt=0,5&hl=en",157,"2023-12-13 11:24:03","","","","",,,,,52,26.00,13,4,2,"… In this framework, the definition of “Mixed Reality” deals with the relationship between real and virtual. The bridge connecting real and virtual is populated by Mixed Reality technologies …","https://www.mdpi.com/2227-7080/9/2/33/pdf","https://scholar.google.com/scholar?q=related:hqjhO73IiZMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
52,"Y Wang, LH Lee, T Braud, P Hui","Re-shaping Post-COVID-19 teaching and learning: A blueprint of virtual-physical blended classrooms in the metaverse era",2022,"2022 IEEE 42nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9951355/","https://scholar.google.com/scholar?cites=4039455202856794272&as_sdt=2005&sciodt=0,5&hl=en",179,"2023-12-13 11:24:03","","","","",,,,,52,52.00,13,4,1,"… We focus on the system architecture of the Metaverse classroom to achieve real-time synchronization of a large number of participants and activities across physical (mixed reality …","https://ieeexplore.ieee.org/iel7/9951324/9951158/09951355.pdf","https://scholar.google.com/scholar?q=related:oPhh5BoHDzgJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
49,"C Zheng, G Wang, J Li, J Li, S Wang…","All‐Dielectric Metasurface for Manipulating the Superpositions of Orbital Angular Momentum via Spin‐Decoupling",2021,"Advanced Optical …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/adom.202002007","https://scholar.google.com/scholar?cites=17640555075820704821&as_sdt=2005&sciodt=0,5&hl=en",197,"2023-12-13 11:24:03","","10.1002/adom.202002007","","",,,,,49,24.50,8,6,2,"… Beijing Engineering Research Center for Mixed Reality and Advanced Display, School of … Beijing Engineering Research Center for Mixed Reality and Advanced Display, School of …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/adom.202002007","https://scholar.google.com/scholar?q=related:NdQBt2DXz_QJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
47,"P Wang, X Bai, M Billinghurst, S Zhang, S Wei…","3DGAM: using 3D gesture and CAD models for training on mixed reality remote collaboration",2021,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-020-09731-7","https://scholar.google.com/scholar?cites=13963164113642672041&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-12-13 11:24:03","HTML","10.1007/s11042-020-09731-7","","",,,,,47,23.50,8,6,2,"As Virtual Reality(VR), Augmented Reality(AR), Mixed Reality(MR) technology becomes more accessible, it is important to explore VR/AR/MR technologies that can be used for remote …","https://link.springer.com/article/10.1007/s11042-020-09731-7","https://scholar.google.com/scholar?q=related:qU8nBsgfx8EJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
46,"D Sahija","User adoption of augmented reality and mixed reality technology in manufacturing industry",2021,"Int J Innov Res Multidisciplinary Field Issue","","","https://scholar.google.com/scholar?cites=6155600661762711614&as_sdt=2005&sciodt=0,5&hl=en",154,"2023-12-13 11:24:03","CITATION","","","",,,,,46,23.00,46,1,2,"","","https://scholar.google.com/scholar?q=related:PqCGJzAWbVUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
44,"R Seiger, R Kühn, M Korzetz, U Aßmann","HoloFlows: modelling of processes for the Internet of Things in mixed reality",2021,"Software and Systems Modeling","Springer","https://link.springer.com/article/10.1007/s10270-020-00859-6","https://scholar.google.com/scholar?cites=16372005367028620172&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-12-13 11:24:03","HTML","10.1007/s10270-020-00859-6","","",,,,,44,22.00,11,4,2,"… modelling in mixed reality The main focus of this work is the investigation of Mixed Reality as a … According to Milgram “Mixed Reality (MR) visual displays, a particular subset of Virtual …","https://link.springer.com/article/10.1007/s10270-020-00859-6","https://scholar.google.com/scholar?q=related:jJuHgiMMNeMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
44,"F Dai, A Olorunfemi, W Peng, D Cao, X Luo","Can mixed reality enhance safety communication on construction sites? An industry perspective",2021,"Safety Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925753520304069","https://scholar.google.com/scholar?cites=17353790266439605657&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-12-13 11:24:03","HTML","","","",,,,,44,22.00,9,5,2,"… mixed reality in enhancing safety risk communication on construction sites. A holographic application that enables to turn the field of view of mixed reality … of mixed reality benchmarked …","https://www.sciencedirect.com/science/article/pii/S0925753520304069","https://scholar.google.com/scholar?q=related:mZ3DkU0M1fAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
43,"B David-John, D Hosfelt, K Butler…","A privacy-preserving approach to streaming eye-tracking data",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9382914/","https://scholar.google.com/scholar?cites=2838091336532278172&as_sdt=2005&sciodt=0,5&hl=en",144,"2023-12-13 11:24:03","","","","",,,,,43,21.50,11,4,2,"… In contrast, we focus on utility tasks that are specific to mixed reality. Our goal is to provide a foundation for future researchers and developers to organize their thinking around the risks …","https://ieeexplore.ieee.org/iel7/2945/9405517/09382914.pdf","https://scholar.google.com/scholar?q=related:nLseogjtYicJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
38,"L Bala, J Kinross, G Martin, LJ Koizia…","A remote access mixed reality teaching ward round",2021,"The Clinical …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/tct.13338","https://scholar.google.com/scholar?cites=1837792966565525244&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-12-13 11:24:03","","10.1111/tct.13338","","",,,,,38,19.00,8,5,2,"… XR technology includes virtual reality (VR), augmented reality (AR) and mixed reality (MR). VR involves a completely digital environment. AR is a real-world environment enhanced by …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tct.13338","https://scholar.google.com/scholar?q=related:_HbZTvcmgRkJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
34,"S Fuentes, E Tongson, CG Viejo","Novel digital technologies implemented in sensory science and consumer perception",2021,"Current Opinion in Food Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214799321000631","https://scholar.google.com/scholar?cites=13874606317253295338&as_sdt=2005&sciodt=0,5&hl=en",152,"2023-12-13 11:24:03","HTML","","","",,,,,34,17.00,11,3,2,"… In this study, authors were successful at testing mixed reality with elders with restricted mobility to modify the environment and assess different meals. However, results showed that …","https://www.sciencedirect.com/science/article/pii/S2214799321000631","https://scholar.google.com/scholar?q=related:6vxFSu-AjMAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
23,"F Porpiglia, E Checcucci, D Amparore, D Peretti…","Percutaneous kidney puncture with three-dimensional mixed-reality hologram guidance: from preoperative planning to intraoperative navigation",2022,"European Urology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0302283821021242","https://scholar.google.com/scholar?cites=1334955624063295044&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-12-13 11:24:03","HTML","","","",,,,,23,23.00,5,5,1,"… Our pioneering experience demonstrates that renal puncture guided by 3D mixed reality is an effective procedure thanks to the real-time needle route guidance. Moreover, it seems to …","https://www.sciencedirect.com/science/article/pii/S0302283821021242","https://scholar.google.com/scholar?q=related:RN4zMxG3hhIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
23,"J Cabero-Almenara, C Llorente-Cejudo…","The use of mixed, augmented and virtual reality in history of art teaching: A case study",2022,"Applied System …","mdpi.com","https://www.mdpi.com/2571-5577/5/3/44","https://scholar.google.com/scholar?cites=12847121086076022221&as_sdt=2005&sciodt=0,5&hl=en",130,"2023-12-13 11:24:03","HTML","","","",,,,,23,23.00,8,3,1,"… The incorporation of mixed, virtual, and augmented reality into the educational context … mixed reality (MR), experiences and investigations are scarcer [18,19]. In this case, mixed reality …","https://www.mdpi.com/2571-5577/5/3/44","https://scholar.google.com/scholar?q=related:ze39kY8kSrIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
22,"G Reis, M Yilmaz, J Rambach, A Pagani…","Mixed reality applications in urology: Requirements and future potential",2021,"Annals of Medicine and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2049080121003447","https://scholar.google.com/scholar?cites=8712241798750892620&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-12-13 11:24:03","HTML","","","",,,,,22,11.00,4,5,2,"… (AR), augmented virtuality (AV), and virtual reality (VR) is continuous. These terms were first … the notion of mixed reality (MR), to subsume all possible applications in the reality-virtuality (…","https://www.sciencedirect.com/science/article/pii/S2049080121003447","https://scholar.google.com/scholar?q=related:THLbq8EZ6HgJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
22,"N Kumar, S Pandey, E Rahman","A novel three-dimensional interactive virtual face to facilitate facial anatomy teaching using Microsoft HoloLens",2021,"Aesthetic Plastic Surgery","Springer","https://link.springer.com/article/10.1007/s00266-020-02110-5","https://scholar.google.com/scholar?cites=2098426688194475599&as_sdt=2005&sciodt=0,5&hl=en",127,"2023-12-13 11:24:03","HTML","10.1007/s00266-020-02110-5","","",,,,,22,11.00,7,3,2,"… such as virtual reality (VR), augmented reality (AR) and mixed reality (MR) has added a new dimension to anatomy education. The authors present a mixed reality virtual face model to …","https://link.springer.com/article/10.1007/s00266-020-02110-5","https://scholar.google.com/scholar?q=related:T_YHefQbHx0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
21,"S Xia, L Chu, L Pei, Z Zhang, W Yu…","Learning disentangled representation for mixed-reality human activity recognition with a single IMU sensor",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9535462/","https://scholar.google.com/scholar?cites=1477493621803344027&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-12-13 11:24:03","","","","",,,,,21,10.50,4,6,2,"… multilevel DA technology for the mixed-reality HAR task. Based on the global and local DA, the low- and high-level features of virtual and reality effectively realize knowledge sharing, …","https://ieeexplore.ieee.org/iel7/19/4407674/09535462.pdf","https://scholar.google.com/scholar?q=related:m2B-9Z4cgRQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
19,"M Kitagawa, M Sugimoto, H Haruta, A Umezawa…","Intraoperative holography navigation using a mixed-reality wearable computer during laparoscopic cholecystectomy",2022,"Surgery","Elsevier","https://www.sciencedirect.com/science/article/pii/S0039606021009624","https://scholar.google.com/scholar?cites=11230513572887785678&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-12-13 11:24:03","HTML","","","",,,,,19,19.00,4,5,1,"… We expected a high evaluation of surgery using 3D models in this study because the evaluation of mixed reality has been reported to be high in cases in which it was used for …","https://www.sciencedirect.com/science/article/pii/S0039606021009624","https://scholar.google.com/scholar?q=related:zvAtvZfM2psJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
19,"G Gagneré, A Ternova","CAstelet in Virtual reality for shadOw AVatars (CAVOAV)",2023,"arXiv preprint arXiv:2303.06981","arxiv.org","https://arxiv.org/abs/2303.06981","https://scholar.google.com/scholar?cites=9703378222519266101&as_sdt=2005&sciodt=0,5&hl=en",98,"2023-12-13 11:24:03","","","","",,,,,19,19.00,10,2,1,"… Bringing together the immemorial shadow power to make us live incredible stories and the emergent fascinating expressive potentialities of virtual reality, we propose a mixed reality …","https://arxiv.org/pdf/2303.06981","https://scholar.google.com/scholar?q=related:NauFKhVTqYYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
18,"S Dargan, S Bansal, M Kumar, A Mittal…","Augmented Reality: A Comprehensive Review",2023,"Archives of Computational …","Springer","https://link.springer.com/article/10.1007/s11831-022-09831-7","https://scholar.google.com/scholar?cites=891306565231329730&as_sdt=2005&sciodt=0,5&hl=en",126,"2023-12-13 11:24:03","HTML","10.1007/s11831-022-09831-7","","",,,,,18,18.00,4,5,1,"… It is a hybrid that encompasses both augmented reality and virtual reality, as shown in Fig. 5 … of mixed reality is to blend the physical world with the digital world [1]. A mixed reality system …","https://link.springer.com/article/10.1007/s11831-022-09831-7","https://scholar.google.com/scholar?q=related:wkGWRpmOXgwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
18,"GH Popescu, CF Ciurlău, CI Stan, C Băcănoiu…","Virtual workplaces in the metaverse: immersive remote collaboration tools, behavioral predictive analytics, and extended reality technologies",2022,"… Issues in Human …","ceeol.com","https://www.ceeol.com/search/article-detail?id=1052534","https://scholar.google.com/scholar?cites=13604412174642883437&as_sdt=2005&sciodt=0,5&hl=en",200,"2023-12-13 11:24:03","","","","",,,,,18,18.00,4,5,1,"… Metaverse technologies can provide ongoing operational support across mixed reality-based remote collaboration platforms by harnessing visual analytics tools, geo-tracking data, and …","https://search.proquest.com/openview/c091be00ce27a4bf7693e311313a7f5e/1?pq-origsite=gscholar&cbl=2045093","https://scholar.google.com/scholar?q=related:bauWJ8uUzLwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
17,"HC Jetter, JH Schröder, J Gugenheimer…","Transitional interfaces in mixed and cross-reality: A new frontier?",2021,"… Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447932.3487940","https://scholar.google.com/scholar?cites=7655379300532683394&as_sdt=2005&sciodt=0,5&hl=en",119,"2023-12-13 11:24:03","","10.1145/3447932.3487940","","",,,,,17,8.50,4,4,2,"… The rapid proliferation of powerful, yet affordable, off-the-shelf AR/VR head-mounted displays (HMDs) raises questions about how to better integrate such mixed reality technologies into …","https://dl.acm.org/doi/pdf/10.1145/3447932.3487940","https://scholar.google.com/scholar?q=related:ggIh9elePWoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
16,"ZN Tang, LH Hu, HY Soh, Y Yu, WB Zhang…","Accuracy of mixed reality combined with surgical navigation assisted oral and maxillofacial tumor resection",2022,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fonc.2021.715484/full","https://scholar.google.com/scholar?cites=9069895890934546607&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-12-13 11:24:03","HTML","10.3389/fonc.2021.715484","","",,,,,16,16.00,3,6,1,"… Through IGT-Link port, mixed reality workstation was synchronized with … mixed reality workstation. Osteotomy lines were marked with the aid of both surgical navigation and mixed reality …","https://www.frontiersin.org/articles/10.3389/fonc.2021.715484/full","https://scholar.google.com/scholar?q=related:r8DtKEK-3n0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
16,"O Petrak, F Schwarz, L Pohl, M Reher…","Laser beam scanning based AR-display applying resonant 2D MEMS mirrors",2021,"… , and Mixed Reality …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11765/1176503/Laser-beam-scanning-based-AR-display-applying-resonant-2D-MEMS/10.1117/12.2579695.short","https://scholar.google.com/scholar?cites=588330911319294987&as_sdt=2005&sciodt=0,5&hl=en",178,"2023-12-13 11:24:03","","10.1117/12.2579695.short","","",,,,,16,8.00,3,5,2,"… a mixed reality. These devices are intended for the extension of entertainment, gaming experience, made for enterprises for optimization of processes in manufacturing industry, logistics …","","https://scholar.google.com/scholar?q=related:C4SRw9grKggJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
13,"J Blanchard, S Koshal, S Morley, M McGurk","The use of mixed reality in dentistry",2022,"British Dental Journal","nature.com","https://www.nature.com/articles/s41415-022-4451-z","https://scholar.google.com/scholar?cites=1921048971015016897&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-12-13 11:24:03","","","","",,,,,13,13.00,3,4,1,"… environment goes a step beyond augmented reality. The term 'mixed reality' was first coined in 1994 by Milgrin and Kishino. Mixed reality is a blend of physical and digital worlds, …","","https://scholar.google.com/scholar?q=related:wdF6adzvqBoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
13,"P Pérez, E González-Sosa, R Kachach…","Ecological validity through gamification: an experiment with a mixed reality escape room",2021,"… and Virtual Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9644393/","https://scholar.google.com/scholar?cites=13906470814407718642&as_sdt=2005&sciodt=0,5&hl=en",46,"2023-12-13 11:24:03","","","","",,,,,13,6.50,3,4,2,"… With this aim, we developed a highly engaging test setup (a five-minute escape room game) to evaluate the properties of a Mixed Reality technology for user-object interaction (called “…","https://ieeexplore.ieee.org/iel7/9644232/9644247/09644393.pdf","https://scholar.google.com/scholar?q=related:8vYbrIa1_cAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
12,"S Luo, X Hu, Z Yan","Holologger: Keystroke inference on mixed reality head mounted displays",2022,"2022 IEEE Conference on Virtual Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9756771/","https://scholar.google.com/scholar?cites=9399865674147252929&as_sdt=2005&sciodt=0,5&hl=en",37,"2023-12-13 11:24:03","","","","",,,,,12,12.00,4,3,1,"When using personal computing services in mixed reality (MR) such as online payment and social media, sensitive information and account passwords must be typed in MR. To design …","https://ieeexplore.ieee.org/iel7/9756663/9756727/09756771.pdf","https://scholar.google.com/scholar?q=related:wUrvKwcIc4IJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
12,"S Lim, M Shin, J Paik","Point cloud generation using deep adversarial local features for augmented and mixed reality contents",2022,"IEEE Transactions on Consumer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9674036/","https://scholar.google.com/scholar?cites=15472660949796850545&as_sdt=2005&sciodt=0,5&hl=en",41,"2023-12-13 11:24:03","","","","",,,,,12,12.00,4,3,1,"We present a generative model-based point cloud generation method using deep adversarial local features. The proposed generative adversarial network (GAN) can reduce …","https://ieeexplore.ieee.org/iel7/30/9754996/09674036.pdf","https://scholar.google.com/scholar?q=related:cQuz-ifvudYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
11,"M Funk Drechsler, JB Peintner, G Seifert…","Mixed reality environment for testing automated vehicle and pedestrian interaction",2021,"… on Automotive User …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3473682.3481878","https://scholar.google.com/scholar?cites=6538437080783620659&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-12-13 11:24:03","","10.1145/3473682.3481878","","",,,,,11,5.50,3,4,2,"… The novel Mixed Reality Test Environment (MiRE) overcomes this limitation by the integration of Virtual Reality (VR) technologies, Dynamic Vehicle-in-the-Loop (DynViL) and the Virtual …","https://dl.acm.org/doi/pdf/10.1145/3473682.3481878","https://scholar.google.com/scholar?q=related:M4pZAuIxvVoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
9,"P Knierim, T Kosch, A Schmidt","The nomadic office: A location independent workspace through mixed reality",2021,"IEEE Pervasive Computing","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9603999/","https://scholar.google.com/scholar?cites=16617037861709491247&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-12-13 11:24:03","","","","",,,,,9,4.50,3,3,2,"The worldwide spread of the coronavirus forcefully affected our lives, the economy, and social culture. Unforeseen, a significant number of workforces are requested or required to work …","https://ieeexplore.ieee.org/iel7/7756/9640300/09603999.pdf","https://scholar.google.com/scholar?q=related:Lyxp9uSTm-YJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
9,"S Ho, P Liu, DJ Palombo, TC Handy…","The role of spatial ability in mixed reality learning with the HoloLens",2022,"Anatomical Sciences …","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ase.2146","https://scholar.google.com/scholar?cites=12876180264418773887&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-12-13 11:24:03","","10.1002/ase.2146","","",,,,,9,9.00,2,5,1,"… The use of mixed reality in science education has been … spatial ability plays in mixed reality learning environments, and … learned neuroanatomy using both mixed reality and a physical …","https://anatomypubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ase.2146","https://scholar.google.com/scholar?q=related:f4uTxLphsbIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
9,"C Wienrich, P Komma, S Vogt…","Spatial presence in mixed realities–Considerations about the concept, measures, design, and experiments",2021,"Frontiers in Virtual Reality","frontiersin.org","https://www.frontiersin.org/articles/10.3389/frvir.2021.694315/full","https://scholar.google.com/scholar?cites=10056752772601937015&as_sdt=2005&sciodt=0,5&hl=en",40,"2023-12-13 11:24:03","HTML","10.3389/frvir.2021.694315","","",,,,,9,4.50,2,4,2,"… Reality (VR). Other varieties of the so-called eXtended Realities (XR), eg, Augmented and Mixed Reality (… by analyzing the construct of presence in mixed realities (MR). To achieve this, …","https://www.frontiersin.org/articles/10.3389/frvir.2021.694315/full","https://scholar.google.com/scholar?q=related:d_zcHF3DkIsJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
9,"N Feld, B Weyers","Mixed reality in asymmetric collaborative environments: A research prototype for virtual city tours",2021,"… Conference on Virtual Reality and 3D User …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9419305/","https://scholar.google.com/scholar?cites=6600368216681653182&as_sdt=2005&sciodt=0,5&hl=en",54,"2023-12-13 11:24:03","","","","",,,,,9,4.50,5,2,2,"… reality supporting the active/leading user role in such scenarios. Usually, augmented reality is … However, we think that augmented reality has a large potential to improve the workflow of …","https://www.researchgate.net/profile/Nico-Feld/publication/350580908_Mixed_Reality_in_Asymmetric_Collaborative_Environments_A_Research_Prototype_for_Virtual_City_Tours/links/6066f02e299bf1252e215b65/Mixed-Reality-in-Asymmetric-Collaborative-Environments-A-Research-Prototype-for-Virtual-City-Tours.pdf","https://scholar.google.com/scholar?q=related:vqMWPuw3mVsJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
9,"L Paulauskas, A Paulauskas, T Blažauskas…","Reconstruction of Industrial and Historical Heritage for Cultural Enrichment Using Virtual and Augmented Reality",2023,"Technologies","mdpi.com","https://www.mdpi.com/2227-7080/11/2/36","https://scholar.google.com/scholar?cites=1265199710222846511&as_sdt=2005&sciodt=0,5&hl=en",195,"2023-12-13 11:24:03","","","","",,,,,9,9.00,2,4,1,"… Mixed reality (MR) is a concept that refers to the blending of virtual and physical reality … One of the key characteristics of mixed reality is the ability to detect and respond to the …","https://www.mdpi.com/2227-7080/11/2/36/pdf","https://scholar.google.com/scholar?q=related:L4rC4W7kjhEJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
8,"H Kim, J Young, D Medeiros…","Telegate: Immersive multi-user collaboration for mixed reality 360 video",2021,"… Reality and 3D User …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9419334/","https://scholar.google.com/scholar?cites=16413398261840128926&as_sdt=2005&sciodt=0,5&hl=en",38,"2023-12-13 11:24:03","","","","",,,,,8,4.00,2,4,2,"When collaborating on virtual content within 360 mixed reality environments it is often desirable for collaborators to fully immerse themselves within the task space, usually by means of …","https://www.researchgate.net/profile/Jacob-Young-4/publication/351379405_TeleGate_Immersive_Multi-User_Collaboration_for_Mixed_Reality_360Video/links/62cd02653bbe636e0c56c381/TeleGate-Immersive-Multi-User-Collaboration-for-Mixed-Reality-360Video.pdf","https://scholar.google.com/scholar?q=related:nqv-2cEayOMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
